solution,guesses,feedback
skins,"['shuck', 'smoky', 'sakes', 'skips', 'skins']","[['correct', 'absent', 'absent', 'absent', 'present'], ['correct', 'absent', 'absent', 'present', 'absent'], ['correct', 'absent', 'present', 'absent', 'correct'], ['correct', 'correct', 'correct', 'absent', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
offen,"['didos', 'chomp', 'outer', 'oaken', 'offen']","[['absent', 'absent', 'absent', 'present', 'absent'], ['absent', 'absent', 'present', 'absent', 'absent'], ['correct', 'absent', 'absent', 'correct', 'absent'], ['correct', 'absent', 'absent', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
fists,"['lisle', 'disco', 'vista', 'mists', 'gists', 'fists']","[['absent', 'correct', 'correct', 'absent', 'absent'], ['absent', 'correct', 'correct', 'absent', 'absent'], ['absent', 'correct', 'correct', 'correct', 'absent'], ['absent', 'correct', 'correct', 'correct', 'correct'], ['absent', 'correct', 'correct', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
botch,"['shade', 'honor', 'fight', 'hippo', 'lymph', 'ninth']","[['absent', 'present', 'absent', 'absent', 'absent'], ['present', 'correct', 'absent', 'absent', 'absent'], ['absent', 'absent', 'absent', 'present', 'present'], ['present', 'absent', 'absent', 'absent', 'present'], ['absent', 'absent', 'absent', 'absent', 'correct'], ['absent', 'absent', 'absent', 'present', 'correct']]"
nerds,"['bends', 'needs', 'nerds']","[['absent', 'correct', 'present', 'correct', 'correct'], ['correct', 'correct', 'absent', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
awash,"['cheer', 'ankhs', 'apish', 'abash', 'awash']","[['absent', 'present', 'absent', 'absent', 'absent'], ['correct', 'absent', 'absent', 'present', 'present'], ['correct', 'absent', 'absent', 'correct', 'correct'], ['correct', 'absent', 'correct', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
yella,"['jells', 'cello', 'belle', 'yella']","[['absent', 'correct', 'correct', 'correct', 'absent'], ['absent', 'correct', 'correct', 'correct', 'absent'], ['absent', 'correct', 'correct', 'correct', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
padre,"['keens', 'outer', 'fetor', 'penny', 'waltz', 'goeth']","[['absent', 'present', 'absent', 'absent', 'absent'], ['absent', 'absent', 'absent', 'present', 'present'], ['absent', 'present', 'absent', 'absent', 'present'], ['correct', 'present', 'absent', 'absent', 'absent'], ['absent', 'correct', 'absent', 'absent', 'absent'], ['absent', 'absent', 'present', 'absent', 'absent']]"
chaos,"['jaded', 'ahoys', 'chaos']","[['absent', 'present', 'absent', 'absent', 'absent'], ['present', 'correct', 'present', 'absent', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
wires,"['truce', 'razer', 'doers', 'rifer', 'rheas', 'robed']","[['absent', 'present', 'absent', 'absent', 'present'], ['present', 'absent', 'absent', 'correct', 'absent'], ['absent', 'absent', 'present', 'present', 'correct'], ['present', 'correct', 'absent', 'correct', 'absent'], ['present', 'absent', 'present', 'absent', 'correct'], ['present', 'absent', 'absent', 'correct', 'absent']]"
cures,"['nabla', 'dower', 'creek', 'creep', 'puree', 'trues']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'absent', 'correct', 'present'], ['correct', 'present', 'absent', 'correct', 'absent'], ['correct', 'present', 'absent', 'correct', 'absent'], ['absent', 'correct', 'correct', 'correct', 'absent'], ['absent', 'present', 'present', 'correct', 'correct']]"
coals,"['numbs', 'twats', 'deals', 'rials', 'opals', 'coals']","[['absent', 'absent', 'absent', 'absent', 'correct'], ['absent', 'absent', 'correct', 'absent', 'correct'], ['absent', 'absent', 'correct', 'correct', 'correct'], ['absent', 'absent', 'correct', 'correct', 'correct'], ['present', 'absent', 'correct', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
fungi,"['finis', 'outer', 'tonal', 'comic', 'doggo', 'pixel']","[['correct', 'present', 'correct', 'absent', 'absent'], ['absent', 'correct', 'absent', 'absent', 'absent'], ['absent', 'absent', 'correct', 'absent', 'absent'], ['absent', 'absent', 'absent', 'present', 'absent'], ['absent', 'absent', 'absent', 'correct', 'absent'], ['absent', 'present', 'absent', 'absent', 'absent']]"
crops,"['quash', 'since', 'clops', 'coops', 'crops']","[['absent', 'absent', 'absent', 'present', 'absent'], ['present', 'absent', 'absent', 'present', 'absent'], ['correct', 'absent', 'correct', 'correct', 'correct'], ['correct', 'absent', 'correct', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
orate,"['trial', 'grate', 'prate', 'orate']","[['present', 'correct', 'absent', 'present', 'absent'], ['absent', 'correct', 'correct', 'correct', 'correct'], ['absent', 'correct', 'correct', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
apron,"['treat', 'harsh', 'circa', 'apron']","[['absent', 'present', 'absent', 'present', 'absent'], ['absent', 'present', 'correct', 'absent', 'absent'], ['absent', 'absent', 'correct', 'absent', 'present'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
rials,"['preps', 'roads', 'rials']","[['absent', 'present', 'absent', 'absent', 'correct'], ['correct', 'absent', 'correct', 'absent', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
toxic,"['youse', 'vomit', 'toxin', 'toxic']","[['absent', 'correct', 'absent', 'absent', 'absent'], ['absent', 'correct', 'absent', 'correct', 'present'], ['correct', 'correct', 'correct', 'correct', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
brick,"['furze', 'grody', 'crank', 'brick']","[['absent', 'absent', 'present', 'absent', 'absent'], ['absent', 'correct', 'absent', 'absent', 'absent'], ['present', 'correct', 'absent', 'absent', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
genet,"['super', 'caned', 'genet']","[['absent', 'absent', 'absent', 'correct', 'absent'], ['absent', 'absent', 'correct', 'correct', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
pucks,"['stout', 'curse', 'fucks', 'pucks']","[['present', 'absent', 'absent', 'present', 'absent'], ['present', 'correct', 'absent', 'present', 'absent'], ['absent', 'correct', 'correct', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
cycle,"['heaps', 'outer', 'edify', 'cycle']","[['absent', 'present', 'absent', 'absent', 'absent'], ['absent', 'absent', 'absent', 'present', 'absent'], ['present', 'absent', 'absent', 'absent', 'present'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
scowl,"['bused', 'goths', 'spoor', 'kiosk', 'spook', 'sworn']","[['absent', 'absent', 'present', 'absent', 'absent'], ['absent', 'present', 'absent', 'absent', 'present'], ['correct', 'absent', 'correct', 'absent', 'absent'], ['absent', 'absent', 'correct', 'present', 'absent'], ['correct', 'absent', 'correct', 'absent', 'absent'], ['correct', 'present', 'correct', 'absent', 'absent']]"
dicot,"['styes', 'graft', 'twixt', 'unhit', 'quilt', 'count']","[['absent', 'present', 'absent', 'absent', 'absent'], ['absent', 'absent', 'absent', 'absent', 'correct'], ['absent', 'absent', 'present', 'absent', 'correct'], ['absent', 'absent', 'absent', 'present', 'correct'], ['absent', 'absent', 'present', 'absent', 'correct'], ['present', 'present', 'absent', 'absent', 'correct']]"
shoos,"['metro', 'socks', 'snows', 'shoos']","[['absent', 'absent', 'absent', 'absent', 'present'], ['correct', 'present', 'absent', 'absent', 'correct'], ['correct', 'absent', 'correct', 'absent', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
annoy,"['vinca', 'paned', 'tonal', 'annoy']","[['absent', 'absent', 'correct', 'absent', 'present'], ['absent', 'present', 'correct', 'absent', 'absent'], ['absent', 'present', 'correct', 'present', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
steam,"['wonks', 'sahib', 'sumac', 'steam']","[['absent', 'absent', 'absent', 'absent', 'present'], ['correct', 'present', 'absent', 'absent', 'absent'], ['correct', 'absent', 'present', 'correct', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
modem,"['shade', 'lined', 'codex', 'rodeo', 'modem']","[['absent', 'absent', 'absent', 'present', 'present'], ['absent', 'absent', 'absent', 'correct', 'present'], ['absent', 'correct', 'correct', 'correct', 'absent'], ['absent', 'correct', 'correct', 'correct', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
naive,"['goers', 'apace', 'ennui', 'fated', 'abbey', 'waxen']","[['absent', 'absent', 'present', 'absent', 'absent'], ['present', 'absent', 'absent', 'absent', 'correct'], ['present', 'present', 'absent', 'absent', 'present'], ['absent', 'correct', 'absent', 'present', 'absent'], ['present', 'absent', 'absent', 'present', 'absent'], ['absent', 'correct', 'absent', 'present', 'present']]"
chill,"['snore', 'filch', 'child', 'chill']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'present', 'present', 'present', 'present'], ['correct', 'correct', 'correct', 'correct', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
desex,"['amino', 'shuts', 'reeds', 'skulk', 'sulky', 'shelf']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['present', 'absent', 'absent', 'absent', 'absent'], ['absent', 'correct', 'present', 'present', 'present'], ['present', 'absent', 'absent', 'absent', 'absent'], ['present', 'absent', 'absent', 'absent', 'absent'], ['present', 'absent', 'present', 'absent', 'absent']]"
gonad,"['creme', 'basil', 'noway', 'hogan', 'gonad']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'present', 'absent', 'absent', 'absent'], ['present', 'correct', 'absent', 'correct', 'absent'], ['absent', 'correct', 'present', 'correct', 'present'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
silks,"['mulct', 'helix', 'gilds', 'rills', 'wills', 'bilks']","[['absent', 'absent', 'correct', 'absent', 'absent'], ['absent', 'absent', 'correct', 'present', 'absent'], ['absent', 'correct', 'correct', 'absent', 'correct'], ['absent', 'correct', 'correct', 'absent', 'correct'], ['absent', 'correct', 'correct', 'absent', 'correct'], ['absent', 'correct', 'correct', 'correct', 'correct']]"
flank,"['remix', 'gutty', 'shako', 'knack', 'alack', 'clank']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'correct', 'present', 'absent'], ['absent', 'present', 'correct', 'absent', 'correct'], ['absent', 'correct', 'correct', 'absent', 'correct'], ['absent', 'correct', 'correct', 'correct', 'correct']]"
carte,"['doles', 'genre', 'meany', 'weary', 'merge', 'webby']","[['absent', 'absent', 'absent', 'present', 'absent'], ['absent', 'absent', 'absent', 'present', 'correct'], ['absent', 'present', 'present', 'absent', 'absent'], ['absent', 'present', 'present', 'present', 'absent'], ['absent', 'absent', 'correct', 'absent', 'correct'], ['absent', 'present', 'absent', 'absent', 'absent']]"
wonky,"['lifts', 'enemy', 'runny', 'dungy', 'junky', 'canny']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'present', 'absent', 'absent', 'correct'], ['absent', 'absent', 'correct', 'absent', 'correct'], ['absent', 'absent', 'correct', 'absent', 'correct'], ['absent', 'absent', 'correct', 'correct', 'correct'], ['absent', 'absent', 'correct', 'absent', 'correct']]"
skied,"['warns', 'mouse', 'sheet', 'shlep', 'skeet', 'slept']","[['absent', 'absent', 'absent', 'absent', 'present'], ['absent', 'absent', 'absent', 'present', 'present'], ['correct', 'absent', 'absent', 'correct', 'absent'], ['correct', 'absent', 'absent', 'correct', 'absent'], ['correct', 'correct', 'absent', 'correct', 'absent'], ['correct', 'absent', 'present', 'absent', 'absent']]"
blank,"['jiffs', 'women', 'knurl', 'plank', 'clank', 'blank']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'absent', 'absent', 'present'], ['present', 'present', 'absent', 'absent', 'present'], ['absent', 'correct', 'correct', 'correct', 'correct'], ['absent', 'correct', 'correct', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
lilts,"['heels', 'flips', 'kilos', 'gilds', 'tilts', 'jilts']","[['absent', 'absent', 'absent', 'present', 'correct'], ['absent', 'present', 'present', 'absent', 'correct'], ['absent', 'correct', 'correct', 'absent', 'correct'], ['absent', 'correct', 'correct', 'absent', 'correct'], ['absent', 'correct', 'correct', 'correct', 'correct'], ['absent', 'correct', 'correct', 'correct', 'correct']]"
imams,"['romps', 'mutes', 'calms', 'shams', 'imams']","[['absent', 'absent', 'present', 'absent', 'correct'], ['present', 'absent', 'absent', 'absent', 'correct'], ['absent', 'present', 'absent', 'correct', 'correct'], ['absent', 'absent', 'correct', 'correct', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
annum,"['runty', 'minus', 'annum']","[['absent', 'present', 'correct', 'absent', 'absent'], ['present', 'absent', 'correct', 'correct', 'absent'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
hemps,"['word', 'calms', 'honed', 'filer', 'bawdy', 'dwell']","[['absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'absent', 'present', 'correct'], ['correct', 'absent', 'absent', 'present', 'absent'], ['absent', 'absent', 'absent', 'present', 'absent'], ['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'present', 'absent', 'absent']]"
rusty,"['chill', 'damps', 'geese', 'usury', 'stony', 'softy']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'absent', 'absent', 'absent', 'present'], ['absent', 'absent', 'absent', 'present', 'absent'], ['present', 'present', 'absent', 'present', 'correct'], ['present', 'present', 'absent', 'absent', 'correct'], ['present', 'absent', 'absent', 'correct', 'correct']]"
toped,"['whews', 'venue', 'poked', 'drake', 'covey', 'jiber']","[['absent', 'absent', 'present', 'absent', 'absent'], ['absent', 'present', 'absent', 'absent', 'absent'], ['present', 'correct', 'absent', 'correct', 'correct'], ['present', 'absent', 'absent', 'absent', 'present'], ['absent', 'correct', 'absent', 'correct', 'absent'], ['absent', 'absent', 'absent', 'correct', 'absent']]"
foots,"['copes', 'bongs', 'soyas', 'moots', 'molds', 'hoots']","[['absent', 'correct', 'absent', 'absent', 'correct'], ['absent', 'correct', 'absent', 'absent', 'correct'], ['absent', 'correct', 'absent', 'absent', 'correct'], ['absent', 'correct', 'correct', 'correct', 'correct'], ['absent', 'correct', 'absent', 'absent', 'correct'], ['absent', 'correct', 'correct', 'correct', 'correct']]"
spade,"['clunk', 'damps', 'spade']","[['absent', 'absent', 'absent', 'absent', 'absent'], ['present', 'present', 'absent', 'present', 'present'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
tings,"['rough', 'image', 'swigs', 'piggy', 'dings', 'jings']","[['absent', 'absent', 'absent', 'correct', 'absent'], ['present', 'absent', 'absent', 'correct', 'absent'], ['absent', 'absent', 'present', 'correct', 'correct'], ['absent', 'correct', 'absent', 'correct', 'absent'], ['absent', 'correct', 'correct', 'correct', 'correct'], ['absent', 'correct', 'correct', 'correct', 'correct']]"
seeps,"['pesos', 'seeps']","[['present', 'correct', 'present', 'absent', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
bless,"['keens', 'damps', 'frown', 'playa', 'filer', 'inert']","[['absent', 'absent', 'correct', 'absent', 'correct'], ['absent', 'absent', 'absent', 'absent', 'correct'], ['absent', 'absent', 'absent', 'absent', 'absent'], ['absent', 'correct', 'absent', 'absent', 'absent'], ['absent', 'absent', 'present', 'present', 'absent'], ['absent', 'absent', 'correct', 'absent', 'absent']]"
moody,"['loggy', 'cocky', 'dowry', 'toddy', 'today', 'moody']","[['absent', 'correct', 'absent', 'absent', 'correct'], ['absent', 'correct', 'absent', 'absent', 'correct'], ['present', 'correct', 'absent', 'absent', 'correct'], ['absent', 'correct', 'absent', 'correct', 'correct'], ['absent', 'correct', 'present', 'absent', 'correct'], ['correct', 'correct', 'correct', 'correct', 'correct']]"
